prime,TARGET,relation1_f-t,relation2_f-t,FAS_f-t,BAS_f-t,f_CUEfanout,TARGETfanin,rank,LSA_f-t,BEAGLE_RPs,BEAGLE_PMI,BEAGLE cosine,BEAGLE WIKI NIN,BEAGLE WIKI Cosine,LSA
cashew,nut,supraordinate,NA,0.745,4.80E-02,6,17,1,NA,0.015750473,81.11615834,NA,NA,0.613598597,0.567327508
thing,object,synonym,NA,0.189,0.412,20,23,1,0.09,0.172969666,0.248136608,0.25797992,3526,0.444384959,0.259791847
compulsion,obsession,category,NA,0.208,0,24,3,1,0.15,0.009960238,20.15991364,0.078916181,2816,0.497235872,0.578759603
overcome,obstacle,NA,NA,0.075,5.30E-02,23,6,1,0.31,0.049989867,9.047105428,0.13044888,5844,0.585741189,0.750018667
sea,ocean,synonym,NA,0.456,0.291,15,73,1,0.52,0.165073808,1.842988034,0.67337678,3,0.607210892,0.807401519
squid,octopus,category,NA,0.276,0.122,14,2,1,0.56,0.125998784,41.83438551,0.302366507,20,0.472439286,0.826866643
even,odd,antonym,NA,0.621,0.558,9,17,1,0.54,0.191914363,0.890765535,NA,NA,NA,0.664147932
turn,off,fpa,NA,0.117,0,21,31,1,0.51,0.156672399,0.267920589,NA,NA,NA,0.629520731
defense,offense,antonym,NA,0.297,0.638,18,4,1,0.35,0.193188932,4.945166778,0.238338656,2839,0.539026941,0.498961191
post,office,fpa,NA,0.426,0,14,33,1,0.46,0.112774427,1.932126988,0.549228426,9,0.859145716,0.541650102
frequency,often,unclassifed,NA,0.156,0,17,10,1,0.09,0.133932882,0.108931141,NA,NA,NA,0.229747379
grease,oil,NA,NA,0.311,0.101,13,39,1,0.55,0.167546671,3.247692641,0.543616448,9,0.401415871,0.58072048
aright,okay,synonym,NA,0.5,0,10,18,1,-0.01,0,0,-0.010738398,NA,0.149967074,0.055577651
age,old,supraordinate,bpa,0.391,2.70E-02,20,115,1,0.41,0.166614509,0.088629311,NA,NA,NA,0.348243499
off,on,antonym,NA,0.897,0.878,2,24,1,0.67,0.282263099,0.104002283,NA,NA,NA,0.6935793
twice,once,category,NA,0.264,0.612,13,7,1,0.52,0.32769155,0.992800621,NA,NA,NA,0.625122263
number,one,supraordinate,fpa,0.345,5.40E-02,17,66,1,0.38,0.225628871,0.132495018,NA,NA,NA,0.341593289
liver,onion,fpa,NA,0.152,0,18,9,1,0,0.048377651,1.957801272,0.131076618,2569,0.192788037,0.127115581
door,open,action,bpa,0.183,6.10E-02,23,70,1,0.73,0.148965601,1.228088584,0.486381597,32,0.536229451,0.40677761
closing,opening,antonym,NA,0.48,0.507,11,10,1,0.3,0.45940882,0.51429494,0.529608742,3,0.874751606,0.558614251
surgery,operation,category,NA,0.158,0.196,15,8,1,0.27,0.275223898,0.263115742,0.257918862,56,0.328146012,0.277967339
tangerine,orange,category,perceptual property,0.733,5.10E-02,7,43,1,0.25,0.114690933,13.30751225,NA,NA,0.402970049,0.598400051
law,order,synonym,NA,0.186,4.40E-02,14,35,1,0.21,0.268442711,0.183506268,0.556006851,32,0.50056589,0.294305499
planning,organize,synonym,NA,0.095,0,23,14,1,0.32,0.350657824,0.145566652,0.368456141,866,0.518162177,0.192888728
climax,orgasm,synonym,NA,0.155,NA,17,4,1,0,0.177855866,7.122214929,0.076083088,13481,0.299202686,0.36917845
in,out,antonym,NA,0.94,0.804,2,86,1,0.77,0.282287318,0.063984093,NA,NA,NA,0.630297023
indoors,outdoors,antonym,NA,0.561,0.224,9,5,1,0.62,0.173966602,101.2432559,0.387770698,3,0.639717509,0.805728018
microwave,oven,fpa,NA,0.309,1.20E-02,14,15,1,0.26,0.068557305,57.0286352,0.31959511,4,0.418453574,0.713360829
hoot,owl,NA,NA,0.456,0.176,13,4,1,0.33,0.20582279,25.42508546,0.207978773,25,0.315903006,0.290738932
have,own,NA,NA,0.2,0.211,15,17,1,0.58,0.307940616,0.101546514,NA,NA,NA,0.632508999
proprietor,owner,synonym,NA,0.34,2.80E-02,13,10,1,0.61,0.098547254,0.845501164,0.388193244,2,0.719471413,0.523953233
hydrogen,oxygen,category,NA,0.299,3.50E-02,12,11,1,0.59,0.444167867,12.9938599,0.616166756,11,0.763822228,0.802216421
clam,oyster,category,NA,0.285,0.359,19,9,1,0.37,0.177166544,39.41732743,0.128777717,698,0.367269996,0.80429831
parcel,package,synonym,NA,0.384,2.80E-02,14,7,1,0.43,0.209043971,1.626430791,0.295078374,18,0.377774333,0.231369376
hurt,pain,synonym,NA,0.521,0.551,12,158,1,0.39,0.180421748,0.811318681,0.383034317,310,0.464623484,0.520819899
art,paint,script,NA,0.22,1.80E-02,17,40,1,0.64,0.173079614,1.174984241,0.253563964,1857,0.412046461,0.555318913
canvass,painting,script,NA,0.101,0,17,16,1,0.05,0.012426492,1.393732108,0.042747236,10990,NA,0.17048615
skillet,pan,category,NA,0.48,2.70E-02,7,15,1,0.55,0.042553165,14.24920071,0.154551672,187,0.344809807,0.922901651
syrup,pancakes,NA,NA,0.503,0.417,12,11,1,0.41,0.043709968,22.4184269,0.228432976,28,0.337830441,0.837791338
slacks,pants,synonym,NA,0.644,1.10E-02,8,31,1,0.47,0.31990212,2.248706151,0.386436441,9,NA,0.72888214
news,paper,fpa,NA,0.172,0,20,165,1,0.2,0.143851267,0.398693926,0.357302995,376,0.400246577,0.288489009
guardian,parent,synonym,NA,0.536,6.30E-02,6,32,1,0.21,0.095213171,0.612239075,0.297600584,18,0.384163737,0.26829274
swing,park,NA,NA,0.101,6.10E-02,22,29,1,0.16,0.084671376,0.08843696,0.264304001,725,0.232408849,0.169210474
component,part,synonym,NA,0.439,0,13,30,1,0.2,0.419225641,0.197053559,0.371322577,10,0.56348525,0.216487576
associate,partner,synonym,NA,0.187,0,24,7,1,0.11,0.146116494,0.179021676,0.19943718,1983,0.463745548,0.369123741
components,parts,synonym,NA,0.418,NA,12,4,1,0.25,0.419225641,0.197053559,0.421941435,60,0.579188211,0.464096356
celebration,party,synonym,NA,0.658,0,8,84,1,0.12,0.125211306,0.120049113,0.222959064,295,0.247693128,0.189829791
fail,pass,antonym,NA,0.217,0.25,21,22,1,0.25,0.11758165,0.220409223,0.29986461,902,0.557151879,0.475462045
background,past,unclassified,NA,0.124,0,20,27,1,0.21,0.119827278,0.071165662,0.387679256,259,0.454927425,0.417939518
trail,path,synonym,NA,0.248,0.17,21,13,1,0.35,0.504710626,1.670165894,0.430622236,21,0.480886301,0.560314275
wait,patience,unclassified,NA,0.156,7.70E-02,19,4,1,0.32,0.040403896,0.968912131,0.234000755,1729,0.595896954,0.651286012
impatience,patient,antonym,NA,0.119,0,28,11,1,0.06,0.08239063,0.166467738,0.092412504,5750,0.22980575,0.07894602
asphalt,pavement,synonym,NA,0.089,2.90E-02,18,6,1,0.24,0.104046436,22.92553549,0.186680379,693,0.400580082,0.404160757
war,peace,antonym,NA,0.286,0.371,19,30,1,0.76,0.174864261,0.475293923,0.623789519,12,0.637634661,0.476175002
cobbler,peach,bpa,NA,0.25,0,12,10,1,0.02,0,29.38643158,0.022585948,NA,0.399922621,0.344792747
summit,peak,synonym,NA,0.149,2.80E-02,13,11,1,0.6,0.230954868,2.232038153,0.327123793,3,0.671536597,0.665031756
brittle,peanut,bpa,NA,0.219,2.20E-02,15,20,1,0.08,0.008362826,14.17381478,0.004135569,NA,0.172212715,0.271942783
quill,pen,synonym,NA,0.643,0,6,43,1,0.47,0.049070447,7.814713878,0.298986415,4,NA,0.694797848
pen,pencil,antonym,NA,0.594,0.476,4,30,1,0.42,0.159377817,5.955519079,0.474647604,3,0.582781807,0.731515535
copper,penny,fpa,NA,0.211,7.40E-02,17,13,1,0.33,0.072122058,1.301102179,0.219654286,340,0.306489299,0.284216176
society,people,supraordinate,NA,0.246,0,18,154,1,0.29,0.279434657,0.125850197,NA,NA,NA,0.354851931
salt,pepper,category,fpa,0.701,0.695,7,10,1,0.21,0.076427862,3.965694245,0.163771303,3650,0.342972739,0.860926872
coke,pepsi,category,NA,0.314,0,9,8,1,NA,0,45.02954061,NA,NA,0.522850596,0.555198456
practice,perfect,fpa,NA,0.355,0,18,13,1,0.35,0.212222758,0.143823616,0.413045421,826,0.532712181,0.083982432
obsession,perfume,supraordinate,NA,0.136,0,16,14,1,0.11,0.003260253,3.328514384,0.02986062,NA,0.466721323,0.366266885
punctuation,period,supraordinate,NA,0.27,1.60E-02,12,21,1,0.2,0.034583925,0.263789287,0.244128306,149,0.338569788,0.098763056
citizen,person,synonym,NA,0.191,0,14,134,1,0.24,0.329514075,0.384050721,0.47317679,66,0.560792195,0.378641024
character,personality,synonym,NA,0.161,2.90E-02,15,18,1,0.22,0.275784271,0.347900249,0.432142394,134,0.567986904,0.535807937
convince,persuade,synonym,NA,0.251,0.158,19,8,1,0.81,0.523490826,0.552217196,0.52397039,2,0.891171211,0.838924249
dial,phone,instrument,NA,0.455,2.80E-02,12,30,1,0.55,0.328584503,6.988578451,0.39785242,9,0.541580336,0.720829505
keyboard,piano,synonym,NA,0.355,1.20E-02,12,16,1,0.13,0.059557964,6.311060148,0.09439765,4308,0.62727021,0.480567512
choose,pick,synonym,NA,0.439,0.304,14,32,1,0.21,0.323109895,0.285337113,0.455640901,273,0.406888603,0.443636522
fence,picket,bpa,NA,0.15,0.384,20,2,1,0.32,0.14920192,20.20800776,0.275614634,1335,0.303064418,0.215070013
cucumber,pickles,category,NA,0.238,0.104,8,5,1,0.26,0.050735935,94.42506305,0.052550098,9845,0.398135452,0.839556748
camera,picture,instrument,NA,0.441,5.10E-02,8,54,1,0.56,0.16859802,0.928923283,0.239652375,236,0.470503935,0.726749125
piece,pie,perceptual property,fpa,0.359,4.30E-02,13,36,1,0.25,0.057994017,0.389226334,0.2335152,2534,0.380389492,0.322374456
chunk,piece,synonym,NA,0.304,0,19,30,1,0.41,0.273866903,0.425325957,0.35397798,4,0.315305435,0.469164924
sow,pig,synonym,NA,0.295,3.30E-02,15,30,1,0.46,0.053661638,5.38907739,0.157941297,339,0.458190557,0.327746444
tablet,pill,synonym,NA,0.219,2.80E-02,17,16,1,0.41,0.114979062,6.020779173,0.163931373,570,0.403347271,0.675015079
navigator,pilot,category,NA,0.187,1.30E-02,13,10,1,0.2,0.043763032,2.392472433,0.130636357,754,0.515300549,0.405312996
zit,pimple,synonym,NA,0.349,0.387,14,4,1,NA,0,160,NA,NA,NA,NA
pepperoni,pizza,fpa,NA,0.849,9.50E-02,5,21,1,NA,0,206.991298,NA,NA,NA,0.815481126
position,place,synonym,NA,0.167,0,16,62,1,0.3,0.3916293,0.115020196,0.556406689,22,0.56930483,0.289870881
ordinary,plain,synonym,NA,0.272,7.60E-02,15,17,1,0.17,0.104326248,0.174893683,0.272114701,3069,0.518541128,0.46722926
strategy,plan,synonym,NA,0.397,7.10E-02,11,31,1,0.29,0.229069954,0.458469905,0.405173064,7,0.550515001,0.676938501
airport,plane,script,NA,0.757,0,6,39,1,0.75,0.115055856,0.426063207,0.361288958,7,0.19679836,0.469711884
venus,planet,supraordinate,bpa,0.377,1.20E-02,15,17,1,0.9,0.248330766,3.137389395,0.599167633,3,0.574478577,0.748038971
mars,planets,supraordinate,NA,0.346,6.60E-02,13,3,1,0.81,0.236092414,1.744509815,0.552411102,13,0.515961034,0.929461728
seed,plant,unclassifed,NA,0.436,3.90E-02,13,55,1,0.71,0.257495476,1.957003934,0.552432612,24,0.456997009,0.64523933
tupperware,plastic,perceptual property,NA,0.288,3.40E-02,16,10,1,0.09,0.014826649,8.494073564,0.098743212,1243,0.263335509,0.60861275
dish,plate,synonym,NA,0.315,0.23,15,20,1,0.32,0.169562856,0.666621577,0.338094091,167,0.196207064,0.472132713
act,play,unclassified,NA,0.182,0,16,96,1,0.18,0.172626475,0.075001901,0.313458562,1593,0.30844458,0.152327203
beg,plead,synonym,NA,0.25,0.493,18,4,1,0.25,0.069871734,2.634573241,0.026163448,NA,0.144793301,0.639329884
allegiance,pledge,bpa,NA,0.311,0.316,7,4,1,0.49,0.029846659,26.34723257,0.386144514,3,0.660375552,0.428954718
outlet,plug,functional property,NA,0.217,0.153,12,12,1,0.62,0.0724744,2.148279273,0.228650728,539,0.329042181,0.406465731
minus,plus,antonym,NA,0.52,0.683,10,9,1,0.49,0.163928044,2.813080803,NA,NA,NA,0.373846457
sonnet,poem,synonym,NA,0.471,0.02,8,10,1,0.74,0.180121777,7.374636258,0.260050052,3,0.526231908,0.919078398
prose,poetry,supraordinate,NA,0.193,3.40E-02,15,6,1,0.91,0.260208935,9.436082438,0.664955324,2,0.871650057,0.908263989
sharp,point,NA,NA,0.242,0.213,18,61,1,0.2,0.163371391,0.199298211,0.386646853,236,0.577117673,0.508028335
deadly,poison,unclassified,NA,0.178,0,20,15,1,0.32,0.145809579,1.997273997,0.219907428,634,0.650239097,0.806062357
cards,poker,unclassified,NA,0.144,0,18,11,1,0.08,0.104881803,2.484152958,0.120112742,6845,0.402406777,0.48261002
squad,police,bpa,NA,0.254,0,10,67,1,0.52,0.211177171,0.815339927,0.300964019,6,0.361426746,0.160665349
fingernail,polish,fpa,NA,0.271,0,15,12,1,0.1,0.073604551,0.767904573,0.078665888,7132,0.164581719,0.136600576
manners,polite,synonym,NA,0.172,4.20E-02,15,11,1,0.39,0,3.875480224,0.147621511,2495,0.400979722,0.691028787
government,politics,NA,NA,0.111,0.137,19,27,1,0.38,0.234061713,0.322269631,0.617447435,41,0.726800158,0.449183885
gene,pool,fpa,NA,0.172,0,18,31,1,0.16,0.090664442,1.329290673,0.157610858,1510,0.299730103,0.037610507
ghetto,poor,script,NA,0.133,0,20,51,1,0.21,0.120848932,0.332904012,0.323545124,34,0.349672312,0.216393865
sure,positive,synonym,NA,0.189,2.10E-02,13,14,1,0.01,0.050845336,0.111645985,0.133758624,11962,0.38411042,0.318483262
pan,pot,category,NA,0.351,0.286,13,40,1,0.61,0.209089412,2.690062031,0.549587192,9,0.329832842,0.432086026
chip,potato,bpa,NA,0.188,0.142,15,24,1,0.12,0.076475386,7.976001668,0.189616469,1068,0.404498905,0.134682923
ounce,pound,category,NA,0.533,0.115,13,11,1,0.54,0.191811352,12.1378421,0.360585135,4,0.350914833,0.691602004
control,power,synonym,NA,0.061,2.60E-02,23,53,1,0.33,0.34733001,0.254222548,0.710093473,3,0.691190952,0.545849121
exact,precise,synonym,NA,0.386,0.514,14,8,1,0.6,0.404980002,0.909797406,0.458594852,68,0.818654002,0.800305409
stereotype,prejudice,category,NA,0.106,0,23,7,1,0.48,0.032864675,4.352407641,0.2060262,39,0.519340379,0.471657391
gift,present,synonym,NA,0.609,0.31,16,33,1,0.17,0.116286019,0.216586998,0.289343967,318,0.075431376,0.239223148
candidate,president,bpa,NA,0.226,0,17,31,1,0.38,0.244745592,0.395207663,0.502906939,36,0.486381055,0.331646791
beautiful,pretty,synonym,NA,0.389,9.50E-02,8,71,1,0.41,0.398347061,0.515227406,0.586386473,20,0.793104985,0.45537798
sneak,preview,fpa,NA,0.124,3.40E-02,24,3,1,0.13,0.007693218,20.99778494,0.087755385,7408,0.466115264,0.418236873
dignity,pride,NA,NA,0.372,0,12,20,1,0.51,0.193295766,1.132926948,0.331565149,229,0.477048614,0.625521134
monk,priest,category,NA,0.323,0,8,24,1,0.37,0.223625113,1.110457901,0.101506114,3839,0.568885805,0.670864189
princess,prince,antonym,category,0.547,0.409,10,6,1,0.75,0.199073922,6.30265224,0.495078164,2,0.792642271,0.904363336
prince,princess,category,NA,0.409,0.547,13,10,1,0.75,0.199073922,6.298997015,0.495078164,7,0.792642271,0.904363336
write,print,NA,NA,0.156,0.49,16,13,1,0.07,0.397959645,0.164633384,0.406994614,252,0.554861738,0.398836041
jail,prison,NA,NA,0.261,0.424,15,24,1,0.71,0.38478711,3.180105252,0.471451147,2,0.770123677,0.929598244
captive,prisoner,synonym,NA,0.214,0.123,21,14,1,0.33,0.08826295,4.123034008,0.190908466,201,0.369627442,0.563610422
public,private,antonym,NA,0.136,0.144,21,16,1,0.7,0.391705433,0.849366587,0.740043632,1,0.889881529,0.661066399
solution,problem,antonym,NA,0.392,0.15,11,71,1,0.34,0.114099456,1.812312278,0.438641444,50,0.805872768,0.597059016
tuxedo,prom,script,NA,0.291,1.30E-02,11,6,1,0.03,0,3.960105893,NA,NA,0.257228526,0.653016546
oath,promise,synonym,NA,0.218,3.30E-02,18,8,1,0.31,0.062015249,1.079579729,0.213412203,855,0.53795135,0.506385633
evidence,proof,synonym,NA,0.267,0.236,16,8,1,0.38,0.236121004,0.680386171,0.424674208,303,0.539416074,0.49279752
premises,property,NA,NA,0.121,0,19,19,1,0.24,0.089836467,0.524032395,0.150170626,288,0.47980091,0.406809172
defend,protect,synonym,NA,0.228,6.60E-02,17,9,1,0.48,0.546014818,0.341759125,0.476790518,9,0.789726124,0.468101613
shield,protection,functional property,NA,0.243,2.10E-02,15,17,1,0.24,0.139111784,0.568734375,0.178529007,2650,0.385319507,0.275775129
private,public,antonym,NA,0.144,0.136,18,6,1,0.7,0.391705433,0.849366587,0.740043632,2,0.889881529,0.661066399
custard,pudding,category,NA,0.263,0,14,9,1,0.75,0.240357141,68.86004761,0.332656607,5,0.479687689,0.947233496
vomit,puke,synonym,NA,0.224,0.204,16,5,1,0.04,0.027743548,23.67551629,-0.008690917,NA,NA,0.702602127
lever,pull,functional property,NA,0.171,0,15,33,1,0.37,0.10365424,3.947517047,0.283862819,54,0.524062288,0.586015399
reprimand,punishment,supraordinate,NA,0.466,0,7,15,1,0.11,0.060318307,2.636548081,0.061949116,10363,NA,0.628414992
violet,purple,synonym,NA,0.403,5.20E-02,7,17,1,0.45,0.384722099,3.866523429,0.593657969,5,0.640846769,0.860168007
intent,purpose,synonym,NA,0.188,2.80E-02,17,9,1,0.26,0.072184101,1.166420103,0.287890096,106,0.799891851,0.596872026
pocketbook,purse,NA,NA,0.51,7.00E-02,7,16,1,0.59,0.20475709,5.969008906,0.358008983,3,0.083758144,0.365802359
shove,push,synonym,NA,0.936,0.418,2,26,1,0.33,0.429728485,7.391477439,0.30466859,3,0.577719546,0.637186625
pieces,puzzle,bpa,NA,0.336,0,14,15,1,0.47,0.074915658,1.275841269,0.32769655,375,0.451170566,0.393297119
egypt,pyramid,script,NA,0.341,0.347,16,7,1,0.53,0.100066735,4.225921079,0.232425066,1822,0.397925953,0.406467176
ducks,quack,NA,NA,0.233,0,19,2,1,0.09,0.087117889,73.97473405,0.171801378,2046,0.301628505,0.305309631
pint,quart,category,NA,0.397,0.152,14,3,1,0.46,0.314373067,226.5760363,0.29843589,9,NA,0.643017587
king,queen,antonym,NA,0.772,0.73,8,24,1,0.77,0.154498757,1.206134119,0.583356589,9,0.688356605,0.758710878
guess,question,unclassifed,NA,0.142,0,20,56,1,0.24,0.116066413,0.643774203,0.305274669,1092,0.560216288,0.465001543
survey,questions,synonym,NA,0.25,NA,19,2,1,0.21,0.062457377,0.256034387,0.195885405,2887,0.306317188,0.268403937
spontaneous,quick,unclassifed,NA,0.189,0,18,32,1,0.11,0.075765634,0.338542143,0.138463657,1904,0.506873537,0.219144011
secretive,quiet,unclassifed,NA,0.15,0,26,58,1,0.23,0.096033716,0.848409571,0.20253233,33,0.539204758,0.208076365
carrot,rabbit,unclassifed,NA,0.205,2.20E-02,16,24,1,0.16,0.110239691,4.520035881,0.08083934,6842,0.413839558,0.404280829
drag,race,fpa,NA,0.216,0,12,30,1,0.53,0.303747162,0.705872696,0.210138714,1440,0.097103624,0.189613482
television,radio,category,NA,0.221,6.80E-02,19,24,1,0.76,0.194311584,1.00003964,0.536711031,7,0.666122009,0.409638566
umbrella,rain,instrument,NA,0.701,3.80E-02,8,62,1,0.41,0.11028184,1.083744793,0.289368615,347,0.446894644,0.237623943
scarcity,rare,synonym,NA,0.149,0,19,14,1,0.06,0.066693227,0.630259675,0.101486764,5532,0.435314871,0.34712744
mice,rat,category,NA,0.313,0,15,22,1,0.5,0.311776451,39.15870472,0.243058048,676,0.473428822,0.817387505
shake,rattle,fpa,NA,0.142,5.80E-02,20,3,1,0.29,0.054929139,17.2113,0.287159942,314,0.583014936,0.703475565
uncooked,raw,synonym,NA,0.717,8.20E-02,9,6,1,0.12,0.008417901,10.11435969,0.013914602,NA,0.425695182,0.542423054
chemical,reaction,fpa,NA,0.11,2.10E-02,24,11,1,0.62,0.115956333,3.588779857,0.694609313,2,0.680248987,0.852771829
book,read,functional property,NA,0.425,0.389,15,38,1,0.5,0.27145947,0.418954194,0.683611423,4,0.607535621,0.551247394
prepare,ready,unclassifed,NA,0.235,0,15,11,1,0.3,0.273255673,0.390569587,0.423109764,192,0.715538833,0.638051859
fake,real,antonym,NA,0.239,0.393,19,24,1,0.35,0.080760197,0.829375288,0.266039696,45,0.692222773,0.489134988
purpose,reason,synonym,NA,0.317,0.03,13,31,1,0.32,0.248517808,0.153863443,0.566977368,20,0.792593632,0.611706279
cookbook,recipe,script,NA,0.304,1.90E-02,12,5,1,0.11,0.02773501,55.56458766,-0.001624637,NA,0.54430984,0.762370644
album,record,synonym,NA,0.333,0.13,8,14,1,0.4,0.064912225,0.802683116,0.22695625,53,0.620592147,0.259415084
apple,red,bpa,NA,0.208,0,17,141,1,0.27,0.094440354,0.290102846,0.284511718,322,0.319523165,0.302808758
coral,reef,fpa,NA,0.377,0.4,11,3,1,0.71,0.077675583,63.30550354,0.364526334,10,0.755584296,0.952547487
rod,reel,category,NA,0.279,0.291,15,3,1,0.04,0.050035673,2.197267521,0.078304927,15527,0.422480525,0.739096014
official,referee,synonym,NA,0.096,2.70E-02,20,2,1,0.07,0.032123043,2.399602632,0.160376738,8100,0.404057114,0.162473794
magnet,refrigerator,bpa,NA,0.333,0,13,6,1,0.01,0.04504758,5.462337355,0.101837856,4121,0.146356691,0.249140901
denial,refuse,synonym,NA,0.167,0,13,8,1,0.3,0.011478888,0.088892181,0.159932046,415,0.530005526,0.495466193
meaningful,relationship,fpa,NA,0.106,1.30E-02,22,14,1,0.37,0.226437734,0.644862391,0.449936532,41,0.620185312,0.57384559
ancestor,relative,supraordinate,NA,0.196,0,18,19,1,0.08,0.118126501,0.502676817,0.182457014,1298,0.423535914,0.353758826
massage,relax,unclassifed,NA,0.173,0,15,42,1,0.37,0.072026814,4.745742871,0.226191861,23,0.252417287,0.65466481
jewish,religion,supraordinate,NA,0.158,6.80E-02,23,57,1,0.6,0.169326742,0.646550164,0.410114263,10,0.540738804,0.469374665
reminiscence,remember,synonym,NA,0.516,0,6,12,1,0.07,0.024121827,0.87771037,0.075459055,4109,0.515131479,0.334429913
lease,rent,category,NA,0.349,9.50E-02,11,11,1,0.69,0.061863213,3.934593644,0.398351187,6,0.629860421,0.701488467
again,repeat,synonym,NA,0.336,0.289,12,13,1,0.33,0.204599981,0.335260205,NA,NA,NA,0.590493913
lizard,reptile,supraordinate,NA,0.154,0.27,21,6,1,0.77,0.19477601,16.59069823,0.218370979,513,0.631479147,0.77730389
democrat,republican,antonym,NA,0.507,0.587,11,6,1,0.89,0.184762732,8.156076467,0.447840015,4,0.778887224,0.867471622
hostess,restaurant,script,NA,0.231,0,17,23,1,0.21,0.064350832,0.138649195,0.163040462,296,NA,0.334059607
poem,rhyme,perceptual property,NA,0.132,0.193,28,10,1,0.94,0.08531283,2.968534484,0.436832909,25,0.528067717,0.789712047
prime,ribs,fpa,NA,0.209,0,13,6,1,0.02,0.006954413,0.217724108,0.04482074,NA,0.105166518,0.056567369
beans,rice,category,fpa,0.153,4.10E-02,21,11,1,0.63,0.252215568,7.08832972,0.519292087,6,0.603321519,0.8619498
extravagant,rich,unclassifed,NA,0.11,0,25,68,1,0.16,0.058156556,0.504645709,0.087467662,5276,0.555540097,0.432102479
bike,ride,functional property,fpa,0.28,0,18,40,1,0.54,0.166042583,3.083939233,0.493754129,5,0.579087674,0.871807835
absurd,ridiculous,synonym,NA,0.268,3.40E-02,14,2,1,0.43,0.159454229,6.306579023,0.274137617,17,0.702729592,0.78765732
left,right,antonym,NA,0.939,0.405,1,48,1,0.72,0.295019764,0.923188294,NA,NA,NA,0.776769555
constitution,rights,script,NA,0.167,4.60E-02,16,10,1,0.5,0.146401428,0.639838282,0.60156662,29,0.516209915,0.434567065
doorbell,ring,functional property,NA,0.592,0,10,56,1,0.31,0.10458758,12.38601518,0.212287966,34,0.348819582,0.347476301
tear,rip,synonym,NA,0.31,0.711,9,11,1,0.26,0.218172364,3.139905351,0.072607302,19628,0.468166308,0.634246198
